nom_pat,prenom_pat,date_naissance,sexe,telephone
Sow,Awa,2007-05-18,f,708140304
Fall,Moussa,1998-09-04,m,785567436
Sy,Khady,1960-09-20,f,700237495
Faye,Aminata,1954-05-21,f,775139926
Faye,Aminata,1989-01-29,f,785018534
Ba,Awa,1949-05-28,f,700511285
Fall,Abdoulaye,1952-05-24,m,763223704
Ba,Aminata,2015-10-21,f,789073515
Diallo,Cheikh,2006-05-09,m,773984170
Faye,Oumar,1989-09-07,m,763568800
Ndiaye,Oumar,2023-08-24,m,709110939
Fall,Moussa,1967-09-21,m,775149867
Diop,Aminata,1984-06-05,f,761899872
Faye,Ousmane,2010-02-15,m,783408003
Ndiaye,Fatou,1974-01-19,f,760348555
Fall,Mariama,2015-09-07,f,778365604
Diop,Aminata,1983-11-11,f,705943300
Ndiaye,Khady,2010-09-11,f,778414493
Gueye,Oumar,2013-07-24,m,772117724
Sarr,Awa,2008-12-24,f,782450826
Ndiaye,Fatou,1970-03-18,f,779181107
Diallo,Cheikh,1968-05-20,m,765917006
Sow,Khady,1965-01-03,f,703761808
Ba,Mariama,1993-06-19,f,707116125
Diop,Mamadou,1950-05-17,m,765367828
Gueye,Fatou,2020-11-28,f,770233460
Kane,Oumar,1978-12-12,m,780227550
Gueye,Mamadou,1992-08-07,m,700934900
Diallo,Oumar,1949-02-20,m,786740689
Fall,Khady,1992-11-18,f,700515434
Sy,Awa,2023-09-30,f,700113501
Sy,Awa,1954-09-20,f,703324463
Diallo,Moussa,1989-12-31,m,766630478
Gueye,Mariama,1962-01-01,f,778989157
Diop,Oumar,1973-02-03,m,703971614
Faye,Awa,1983-06-24,f,760511887
Diallo,Abdoulaye,1961-10-23,m,778002587
Sarr,Ibrahima,1999-10-29,m,783622247
Faye,Mariama,1951-01-14,f,705734881
Ba,Oumar,1994-03-27,m,788365650
Ndiaye,Khady,1985-06-03,f,765761387
Kane,Cheikh,1950-02-24,m,704321244
Ba,Awa,1980-05-03,f,772425339
Faye,Aminata,1941-12-01,f,785893057
Ndiaye,Khady,2017-02-20,f,771217308
Ndiaye,Ousmane,2002-05-20,m,762735897
Sy,Fatou,1968-08-21,f,701566914
Ba,Cheikh,1972-07-11,m,706220043
Sarr,Khady,1997-11-10,f,788179976
Gueye,Oumar,2013-12-23,m,782729554
Gueye,Mamadou,1983-03-11,m,785844464
Diop,Moussa,2009-09-14,m,775322977
Ba,Mariama,1985-02-14,f,766154068
Faye,Mariama,2018-01-04,f,772467649
Sarr,Fatou,2000-09-26,f,770810780
Ndiaye,Oumar,1961-08-11,m,762731710
Ndiaye,Ibrahima,2004-03-30,m,767723167
Ba,Aminata,2018-03-08,f,769469427
Diallo,Moussa,1960-11-11,m,784866825
Sow,Ibrahima,1990-09-22,m,776169111
Diallo,Awa,1961-12-28,f,789536486
Sow,Khady,1998-05-07,f,782370779
Sy,Abdoulaye,1942-01-02,m,788037234
Faye,Ibrahima,2011-12-30,m,777750197
Gueye,Awa,2017-01-30,f,774054730
Sarr,Ibrahima,1981-08-14,m,762530266
Sarr,Mamadou,1965-11-22,m,706097643
Kane,Moussa,2006-08-06,m,768780000
Fall,Ibrahima,1951-01-27,m,764102508
Ba,Ousmane,2013-01-22,m,760643378
Kane,Khady,2001-01-11,f,782188664
Ba,Khady,1947-12-10,f,785548606
Faye,Awa,2015-05-15,f,771362065
Sow,Moussa,1983-07-03,m,701483694
Ba,Mariama,2018-12-23,f,708320451
Fall,Khady,1980-02-04,f,780106292
Kane,Cheikh,1973-04-02,m,779292195
Kane,Mamadou,1962-01-09,m,765881062
Kane,Ibrahima,1979-05-16,m,703130175
Faye,Cheikh,1959-07-29,m,784220942
Sarr,Moussa,2018-05-18,m,760761171
Diop,Aminata,1952-08-10,f,774741951
Faye,Ousmane,1950-06-22,m,765406434
Sow,Mariama,1943-12-30,f,785219624
Sy,Ibrahima,1941-08-04,m,772417952
Kane,Abdoulaye,1997-06-16,m,707265903
Ndiaye,Fatou,1958-11-14,f,789228470
Sarr,Khady,1983-10-22,f,788984228
Sy,Awa,2016-11-04,f,767904041
Fall,Ibrahima,1967-04-03,m,784582424
Sarr,Awa,1992-09-04,f,781353862
Diallo,Khady,2020-11-23,f,789744873
Fall,Mamadou,1992-02-03,m,775622726
Fall,Ousmane,2019-09-10,m,769076246
Kane,Ibrahima,2005-12-02,m,780141398
Sow,Ousmane,1972-01-21,m,784404934
Sy,Aminata,2006-03-28,f,761252912
Sow,Cheikh,2000-11-02,m,765021085
Sy,Abdoulaye,1965-07-22,m,780391135
Fall,Oumar,1946-04-25,m,709299536
Ba,Mariama,2002-10-03,f,705942174
Ba,Mamadou,1950-12-23,m,707297512
Ndiaye,Awa,2015-04-08,f,781927803
Diop,Aminata,2010-10-09,f,787985928
Ba,Abdoulaye,1983-12-31,m,776433869
Ba,Abdoulaye,1953-12-25,m,776461096
Fall,Moussa,2011-08-11,m,786567803
Diallo,Ibrahima,1967-10-13,m,786520045
Kane,Moussa,1998-04-14,m,775183999
Fall,Ousmane,2011-08-29,m,788280142
Fall,Ousmane,2015-06-22,m,700689066
Sarr,Ousmane,2019-11-30,m,703047878
Ba,Fatou,2003-06-19,f,704485112
Gueye,Mamadou,1964-01-12,m,706999758
Kane,Aminata,2012-05-09,f,789631032
Sow,Abdoulaye,2000-05-29,m,766619849
Sow,Khady,1969-01-21,f,787652306
Ndiaye,Khady,1940-04-23,f,761401804
Diop,Oumar,1952-05-31,m,776208899
Sarr,Khady,2003-04-21,f,767696785
Sarr,Fatou,2012-10-03,f,778952306
Sow,Moussa,1999-11-28,m,709218968
Fall,Mamadou,1957-05-28,m,783781325
Ba,Oumar,2008-09-19,m,760726751
Ba,Khady,1944-11-10,f,761402305
Diop,Fatou,1965-07-12,f,783276701
Diop,Moussa,1991-06-12,m,788311737
Sy,Ibrahima,1981-02-25,m,784364859
Sy,Aminata,2007-11-08,f,775016420
Diop,Ibrahima,1981-03-20,m,701121099
Kane,Khady,1987-10-02,f,708605682
Ba,Khady,1985-09-21,f,782283998
Diallo,Cheikh,1962-05-17,m,786238357
Sy,Cheikh,1995-06-04,m,771367786
Sow,Ousmane,1995-06-01,m,774531474
Diop,Cheikh,1984-10-24,m,708912756
Sow,Khady,1954-06-27,f,784132482
Sow,Oumar,2005-06-15,m,787141315
Sow,Aminata,1946-12-15,f,762418701
Diallo,Moussa,2022-04-22,m,767264644
Sy,Cheikh,1999-11-20,m,709075100
Sarr,Moussa,2003-08-15,m,704936469
Diop,Aminata,1949-04-04,f,778746574
Ba,Aminata,1980-10-03,f,775643921
Diallo,Mariama,1942-11-15,f,765814334
Diop,Khady,1965-02-19,f,781309020
Sy,Awa,1976-10-01,f,781549158
Sarr,Abdoulaye,2015-03-22,m,782297474
Kane,Khady,1977-04-09,f,785328160
Faye,Mariama,1981-07-22,f,768194524
Diop,Ousmane,1975-01-10,m,768693323
Ndiaye,Mariama,2015-12-18,f,788458556
Ba,Moussa,1992-01-13,m,765663723
Diallo,Mariama,1995-09-04,f,762621923
Sow,Mariama,1960-07-30,f,780948583
Ba,Moussa,2001-05-19,m,775821553
Ndiaye,Oumar,2000-07-20,m,762328954
Sarr,Ousmane,1974-01-04,m,773912202
Gueye,Ousmane,1951-10-08,m,771178870
Sy,Fatou,2003-11-11,f,772063034
Faye,Ibrahima,1956-11-03,m,787683279
Faye,Khady,2002-01-23,f,779865202
Diop,Aminata,1964-09-06,f,762016207
Kane,Oumar,2014-02-01,m,761923536
Sow,Ibrahima,1958-09-04,m,780306522
Diallo,Aminata,2007-07-01,f,789400278
Gueye,Fatou,1961-10-11,f,786006348
Gueye,Oumar,1983-12-13,m,772408314
Sarr,Fatou,1980-03-25,f,777327987
Ndiaye,Awa,1956-03-01,f,700843279
Kane,Awa,1960-09-01,f,779586561
Ba,Moussa,1946-12-09,m,776698897
Diop,Moussa,1978-07-23,m,708491504
Kane,Ousmane,1956-08-31,m,784878371
Sarr,Ibrahima,1974-10-26,m,768083171
Gueye,Cheikh,2004-10-26,m,774695569
Diallo,Oumar,2023-04-11,m,704321217
Sy,Awa,1950-09-18,f,775888245
Fall,Abdoulaye,1979-02-14,m,786396640
Diallo,Khady,2013-06-14,f,773671452
Sow,Mamadou,2009-06-11,m,708101891
Ba,Fatou,1959-04-30,f,704148422
Ba,Awa,1959-08-10,f,784321827
Ba,Cheikh,1984-09-03,m,705297465
Sow,Ousmane,2000-07-24,m,775897634
Ndiaye,Oumar,1942-01-04,m,709000251
Sarr,Awa,1975-10-10,f,770385536
Sow,Mamadou,2020-06-24,m,784729148
Fall,Ousmane,1956-07-25,m,785733581
Faye,Fatou,1970-12-04,f,704216106
Sow,Abdoulaye,1940-01-31,m,785034696
Diallo,Mariama,2002-05-09,f,787150450
Diop,Awa,1978-01-19,f,761139548
Ndiaye,Khady,2008-05-04,f,780480002
Sow,Moussa,1955-12-20,m,779124557
Sarr,Mamadou,1996-02-03,m,787248994
Kane,Mariama,1999-05-23,f,701967717
Fall,Fatou,2021-02-10,f,775093276
Sarr,Oumar,1955-06-01,m,788695376
Ndiaye,Mamadou,1994-08-15,m,709412496
Ba,Mariama,1976-12-08,f,762982012
Fall,Khady,2019-08-06,f,708206490
Sarr,Awa,2022-07-20,f,781489217
Sarr,Mariama,1942-05-14,f,701374962
Ba,Cheikh,1994-12-24,m,789342415
Ndiaye,Awa,2020-07-06,f,783720850
Diallo,Aminata,2004-06-11,f,789771207
Ndiaye,Aminata,1990-10-03,f,777011742
Kane,Aminata,1946-05-15,f,773178697
Faye,Abdoulaye,1970-12-20,m,763375951
Faye,Aminata,1964-02-16,f,760300396
Ndiaye,Oumar,1960-06-06,m,708853912
Gueye,Khady,1973-08-09,f,772105138
Fall,Aminata,1971-01-02,f,789449684
Diallo,Abdoulaye,1974-12-09,m,762619514
Gueye,Aminata,1959-02-10,f,772704497
Gueye,Mariama,2022-11-26,f,772735304
Ba,Abdoulaye,2008-03-06,m,705667751
Gueye,Awa,2016-10-25,f,777076712
Ndiaye,Mariama,1974-12-21,f,786490840
Sarr,Aminata,2006-07-06,f,768342800
Kane,Mamadou,1966-01-23,m,773435666
Ndiaye,Fatou,2006-10-25,f,700164906
Diallo,Ibrahima,1943-08-12,m,766236666
Fall,Oumar,1979-04-15,m,775318401
Sarr,Khady,1943-04-14,f,775624186
Ba,Moussa,1944-10-28,m,779930556
Fall,Fatou,2012-04-02,f,709945776
Fall,Ibrahima,1980-08-07,m,773444330
Ndiaye,Aminata,2007-12-03,f,705368928
Fall,Awa,1955-01-16,f,703662282
Diallo,Cheikh,1984-04-10,m,706477427
Ndiaye,Moussa,1947-05-19,m,786110744
Gueye,Aminata,1981-02-12,f,777362620
Sarr,Khady,1967-04-15,f,774645558
Sow,Ousmane,1945-07-27,m,787784739
Ndiaye,Fatou,1944-02-29,f,762083743
Gueye,Mariama,1961-07-11,f,789128838
Kane,Awa,2015-08-18,f,705259112
Ba,Cheikh,1976-08-28,m,771671179
Diop,Mamadou,1991-02-05,m,779586585
Kane,Khady,1946-08-07,f,703617620
Diallo,Khady,1949-03-20,f,765315165
Kane,Fatou,2021-12-17,f,707181762
Diop,Abdoulaye,1998-04-07,m,763217152
Gueye,Awa,2017-10-23,f,775412274
Sy,Oumar,2017-02-20,m,764745359
Fall,Aminata,1951-08-29,f,764037302
Kane,Awa,2017-03-15,f,765252153
Sarr,Khady,2014-06-19,f,783716332
Gueye,Abdoulaye,1951-11-06,m,778135677
Fall,Mariama,1981-06-30,f,776339403
Ndiaye,Abdoulaye,1975-04-16,m,762822732
Sy,Cheikh,2010-05-29,m,787509235
Sarr,Mariama,2023-08-03,f,707097677
Faye,Awa,1960-08-12,f,771131609
Ba,Ibrahima,2002-11-24,m,772261568
Sarr,Ousmane,1978-03-26,m,779186920
Sy,Mariama,1995-01-13,f,706324708
Faye,Ibrahima,2019-05-28,m,773766815
Kane,Oumar,1946-03-28,m,707815943
Ndiaye,Cheikh,1951-07-24,m,773964489
Sarr,Moussa,1951-01-15,m,784560046
Diallo,Fatou,2002-02-01,f,784814968
Gueye,Cheikh,1965-03-22,m,773629311
Sow,Moussa,1944-06-30,m,708998875
Diop,Abdoulaye,1971-05-16,m,779467868
Sarr,Mariama,2016-06-15,f,700895433
Gueye,Mamadou,1993-06-30,m,779395851
Diallo,Abdoulaye,1971-01-25,m,705640639
Faye,Mariama,1979-07-05,f,761542444
Sow,Moussa,1965-08-29,m,761986394
Diop,Awa,2000-09-07,f,704943514
Ndiaye,Awa,2012-05-27,f,789130141
Sy,Fatou,1973-04-04,f,769285879
Diop,Fatou,1978-08-24,f,776131515
Sy,Fatou,1989-12-08,f,785798269
Faye,Abdoulaye,1973-03-04,m,768140671
Diallo,Mamadou,1941-02-07,m,772293360
Kane,Cheikh,2015-07-17,m,702676220
Faye,Khady,1988-03-10,f,761404742
Gueye,Oumar,1943-10-09,m,785255715
Kane,Awa,1945-04-17,f,703010117
Diop,Awa,1986-10-17,f,770035243
Kane,Fatou,1995-09-05,f,786483898
Gueye,Fatou,1960-12-10,f,765902625
Faye,Mariama,1965-12-04,f,767661349
Fall,Fatou,1971-03-25,f,783835591
Kane,Awa,1994-01-24,f,774203718
Kane,Aminata,2004-04-15,f,700554887
Fall,Fatou,1989-01-12,f,774220398
Fall,Mariama,2006-08-16,f,705843522
Gueye,Aminata,2011-12-26,f,701021248
Sow,Oumar,2019-09-28,m,767726071
Diop,Ibrahima,1956-09-13,m,705010402
Ba,Khady,2018-02-25,f,766277510
Sarr,Oumar,1977-01-22,m,761354012
Ndiaye,Aminata,1949-11-04,f,702366485
Kane,Mariama,1977-03-17,f,782150788
Sy,Aminata,2016-03-25,f,773513023
Sarr,Cheikh,1959-08-30,m,776591372
Diop,Moussa,1954-07-06,m,701920893
Ba,Ousmane,1989-01-07,m,762781420
Faye,Moussa,2007-06-13,m,763291918
Sow,Khady,1976-11-10,f,784635825
Fall,Mariama,1972-05-11,f,704980655
Sy,Mariama,2016-11-26,f,704118223
Ba,Oumar,2010-08-28,m,766344573
Fall,Mariama,2007-08-24,f,782751938
Ba,Abdoulaye,1980-06-24,m,707394447
Sow,Aminata,1995-06-05,f,766501678
Ndiaye,Ousmane,1983-01-04,m,773932995
Kane,Oumar,1982-03-08,m,707562407
Sy,Oumar,2022-04-08,m,784269384
Diallo,Ousmane,1995-12-21,m,707172117
Fall,Fatou,1981-01-27,f,789685931
Ba,Awa,1968-03-01,f,776543834
Diallo,Mariama,2019-06-24,f,781090973
Fall,Abdoulaye,1986-11-25,m,779901090
Sow,Mariama,1992-10-12,f,765890710
Diop,Ibrahima,2009-01-01,m,706852933
Ndiaye,Oumar,1992-10-02,m,782472959
Sow,Aminata,1945-04-10,f,777054350
Diallo,Khady,1962-08-06,f,770166701
Fall,Aminata,2013-12-09,f,705337292
Sy,Oumar,1950-04-24,m,776421724
Sy,Fatou,1977-10-20,f,775905921
Sow,Abdoulaye,1981-02-22,m,702316162
Fall,Oumar,1956-05-11,m,704419154
Sarr,Fatou,1969-12-13,f,708909972
Ba,Abdoulaye,1970-01-13,m,707193037
Sow,Abdoulaye,1984-04-23,m,786980345
Sow,Fatou,1963-09-14,f,777425640
Faye,Oumar,2019-03-22,m,772139051
Fall,Mariama,1951-04-28,f,709079041
Diop,Mamadou,1963-12-27,m,774386667
Sow,Mariama,1973-11-15,f,704542875
Sow,Ibrahima,1956-05-28,m,708214623
Ndiaye,Awa,1981-03-13,f,763669644
Sy,Mariama,1961-03-16,f,765376916
Ba,Awa,1999-11-19,f,708347133
Faye,Fatou,2009-05-29,f,788353660
Gueye,Mariama,1987-06-14,f,785701100
Faye,Cheikh,1985-12-28,m,774356331
Sow,Awa,2000-09-17,f,701890192
Ndiaye,Aminata,1988-08-05,f,785117868
Sow,Khady,2003-05-01,f,772447283
Sarr,Awa,1982-09-11,f,788473829
Sow,Ousmane,2001-09-18,m,776121636
Ba,Mamadou,1989-01-29,m,760556441
Diallo,Khady,2013-08-14,f,783410229
Kane,Moussa,1988-12-09,m,702641584
Ndiaye,Awa,1960-08-07,f,760020838
Ba,Mariama,1982-08-06,f,779928731
Faye,Fatou,1955-08-14,f,760233875
Fall,Khady,1956-06-03,f,766907933
Sow,Mariama,1975-10-10,f,786538580
Fall,Oumar,1971-01-20,m,702562222
Kane,Mamadou,1953-01-26,m,762367944
Gueye,Khady,1997-04-02,f,771526693
Fall,Cheikh,2006-11-22,m,703278357
Diop,Abdoulaye,1996-01-11,m,760962885
Sow,Mamadou,1976-05-02,m,783667350
Fall,Fatou,2006-06-06,f,763459788
Fall,Cheikh,1995-12-18,m,788473325
Fall,Mariama,1989-02-11,f,768476301
Fall,Khady,1973-10-25,f,762420593
Gueye,Awa,1949-08-13,f,780837199
Ba,Oumar,2006-01-18,m,707686189
Kane,Abdoulaye,1952-09-03,m,771414566
Ndiaye,Fatou,2008-04-08,f,700296394
Sarr,Ibrahima,1995-09-07,m,768071214
Ndiaye,Mamadou,1944-11-16,m,766435725
Sarr,Moussa,1958-12-25,m,709080915
Ba,Ibrahima,1945-12-10,m,704204524
Diop,Cheikh,2023-07-09,m,769300102
Gueye,Khady,2002-03-10,f,762802439
Sow,Mariama,2007-07-04,f,765463614
Ndiaye,Aminata,1952-09-17,f,776512124
Diop,Mariama,1962-12-07,f,701856740
Sow,Mariama,1958-03-31,f,767790126
Kane,Awa,1983-12-03,f,762214566
Sarr,Mamadou,2017-02-17,m,703937001
Diop,Awa,1978-07-17,f,785882330
Sy,Khady,2010-10-07,f,781582714
Faye,Fatou,1984-03-08,f,707154963
Ndiaye,Khady,1957-08-22,f,776009055
Sow,Mariama,1969-05-17,f,777869238
Diop,Abdoulaye,1979-02-23,m,705299584
Ndiaye,Cheikh,1982-04-25,m,700139253
Sy,Awa,2007-10-05,f,778765042
Fall,Mariama,1991-06-25,f,760628842
Sy,Cheikh,1980-06-29,m,764245317
Faye,Oumar,1940-06-27,m,789850887
Sarr,Oumar,1955-06-17,m,704042992
Sarr,Mariama,1948-02-22,f,781570805
Gueye,Oumar,1971-06-07,m,709566333
Diop,Ibrahima,1985-09-27,m,765508050
Sarr,Moussa,2015-06-13,m,776687740
Sow,Khady,1958-05-18,f,708585225
Ndiaye,Ousmane,2005-06-09,m,772150949
Sarr,Moussa,1997-06-23,m,764501545
Ndiaye,Moussa,1956-04-11,m,762364924
Fall,Khady,1996-04-19,f,777600179
Ba,Fatou,2021-04-27,f,781474397
Sy,Fatou,1940-02-01,f,768925309
Faye,Fatou,1961-02-27,f,768406159
Gueye,Aminata,1951-12-13,f,773266174
Fall,Aminata,1975-03-23,f,705955689
Faye,Abdoulaye,1990-08-13,m,768385723
Diop,Ibrahima,1975-08-05,m,783870106
Gueye,Aminata,1979-08-04,f,773149729
Faye,Awa,1999-08-09,f,767836877
Ba,Fatou,1994-01-28,f,779965348
Kane,Fatou,2015-06-28,f,768213004
Gueye,Fatou,1951-07-24,f,774698447
Diallo,Ousmane,2021-12-20,m,788276010
Faye,Fatou,1970-07-31,f,777100903
Diallo,Awa,1983-10-30,f,774584439
Kane,Moussa,2003-04-04,m,703016147
Diop,Aminata,2018-10-22,f,706482239
Sow,Aminata,2003-05-11,f,766138685
Faye,Moussa,1974-12-20,m,708825249
Diallo,Abdoulaye,1959-05-13,m,782254959
Sow,Fatou,1971-05-05,f,775873565
Diop,Ousmane,1991-05-03,m,708159426
Diallo,Ousmane,2008-08-19,m,771868302
Sow,Mariama,1974-09-05,f,772641047
Ndiaye,Ousmane,1951-03-26,m,789797793
Diallo,Oumar,1993-02-27,m,768657446
Fall,Khady,1945-04-23,f,704063350
Gueye,Ibrahima,1997-02-08,m,783533565
Kane,Abdoulaye,1980-03-05,m,771349494
Diop,Cheikh,1954-10-31,m,768576066
Sy,Cheikh,1963-04-17,m,770427957
Kane,Moussa,2009-08-05,m,760284772
Fall,Oumar,1968-08-14,m,706500851
Diallo,Aminata,2001-06-23,f,783672387
Diallo,Cheikh,1943-10-17,m,773145845
Ba,Awa,1952-09-11,f,707023337
Faye,Ousmane,1991-01-15,m,783340897
Fall,Awa,1963-08-27,f,702926922
Ndiaye,Mariama,1943-05-14,f,787411660
Faye,Fatou,1965-07-30,f,781618012
Fall,Oumar,1965-11-26,m,775012006
Sy,Aminata,1941-07-26,f,780088941
Diop,Moussa,1993-06-09,m,767057399
Ndiaye,Fatou,1951-02-18,f,776857945
Fall,Moussa,1960-09-03,m,770647844
Kane,Fatou,2017-05-05,f,784145989
Ba,Abdoulaye,1979-01-02,m,704199802
Gueye,Aminata,2008-04-07,f,766895625
Kane,Aminata,1956-10-19,f,703812520
Sy,Awa,1971-12-02,f,769346089
Sow,Mariama,2007-02-13,f,770929909
Diop,Moussa,2011-06-30,m,784351863
Gueye,Ousmane,1981-03-25,m,786960596
Diop,Awa,1954-05-03,f,781413460
Sarr,Cheikh,2019-07-06,m,786157317
Gueye,Khady,1954-07-17,f,705499280
Ndiaye,Aminata,1953-12-23,f,781751048
Diallo,Fatou,1966-08-17,f,774425144
Kane,Oumar,1998-03-01,m,783328700
Kane,Ibrahima,1998-01-07,m,785517367
Ba,Fatou,1969-05-08,f,783931427
Ba,Oumar,2020-01-13,m,781144192
Sow,Ibrahima,1987-01-08,m,760981843
Kane,Ousmane,1971-06-26,m,764257864
Sy,Mariama,1942-08-14,f,770445521
Faye,Mariama,1994-06-14,f,761227402
Fall,Ibrahima,1971-03-08,m,786662634
Sow,Cheikh,1976-08-23,m,708607115
Fall,Mamadou,1974-02-13,m,784461928
Gueye,Ousmane,1967-04-09,m,777312773
Sarr,Aminata,1942-11-19,f,706388523
Diop,Khady,1953-03-10,f,777319284
Gueye,Mamadou,1954-11-16,m,761437210
Ndiaye,Oumar,1943-03-21,m,772525163
Ndiaye,Ousmane,2001-11-07,m,786129063
Sow,Ibrahima,1972-11-06,m,762681362
Sow,Moussa,2019-04-20,m,787936095
Sow,Ousmane,1963-11-20,m,768017580
Sow,Ousmane,1995-05-30,m,702517972
Fall,Oumar,1988-07-01,m,707904446
Ndiaye,Mariama,2021-01-30,f,701847333
Sy,Khady,2015-10-23,f,777715441
Ba,Mamadou,2011-07-01,m,780346811
Ba,Khady,1998-07-25,f,705835941
Sow,Ibrahima,1945-11-30,m,700223849
Ndiaye,Awa,2021-05-30,f,765601128
Ndiaye,Abdoulaye,1952-05-03,m,785702204
Diallo,Ibrahima,1954-09-02,m,764638656
Diop,Cheikh,1991-06-22,m,777255433
Gueye,Mariama,1996-06-03,f,702035348
Fall,Fatou,1965-05-20,f,764667048
Gueye,Mariama,1968-12-06,f,762932841
Fall,Moussa,2018-07-03,m,704178009
Diallo,Mariama,1961-02-12,f,786090940
Faye,Khady,2012-12-24,f,760753548
Ndiaye,Aminata,1977-08-25,f,764544642
Sy,Khady,2011-09-13,f,779652121
Diop,Awa,1947-04-23,f,772574558
Fall,Fatou,1971-08-14,f,776791190
Sarr,Aminata,1996-11-26,f,773523819
Kane,Moussa,1950-02-13,m,771181200
Gueye,Fatou,2023-01-24,f,773784151
Sy,Aminata,1981-03-08,f,701693143
Sarr,Mariama,2008-11-08,f,763345891
Diop,Fatou,2023-03-25,f,768751866
Ba,Khady,1962-02-06,f,770554880
Ba,Awa,1952-10-19,f,770577510
Sarr,Mariama,1966-11-25,f,709261490
Fall,Oumar,1987-11-25,m,787303047
Sy,Cheikh,1994-08-16,m,764031760
Ndiaye,Ousmane,2015-10-07,m,771115773
Sarr,Awa,1949-09-06,f,776629480
Fall,Aminata,1978-03-01,f,768723820
Sarr,Moussa,1956-06-14,m,704823367
Faye,Fatou,1975-07-25,f,701843540
Sy,Ousmane,1962-01-15,m,765032426
Faye,Aminata,1950-07-15,f,789268650
Ba,Abdoulaye,2012-11-01,m,775907844
Sow,Moussa,1954-11-29,m,786675514
Faye,Oumar,1979-03-26,m,703179051
Diop,Fatou,1954-04-21,f,764200627
Gueye,Aminata,2009-11-11,f,762760404
Faye,Khady,1988-01-17,f,766209957
Diallo,Ibrahima,1999-09-07,m,775583138
Sy,Aminata,1950-12-16,f,784150189
Kane,Fatou,2011-07-15,f,784691750
Diallo,Ousmane,1980-12-06,m,780064021
Diallo,Ibrahima,1962-10-07,m,703718846
Diallo,Khady,1996-01-27,f,789883571
Diallo,Aminata,2010-01-12,f,782541841
Diallo,Aminata,1957-08-20,f,780667738
Sy,Moussa,2020-11-05,m,760730831
Diop,Mariama,1963-02-25,f,760617392
Diallo,Mariama,1994-09-07,f,785787569
Fall,Fatou,1952-10-22,f,789142662
Gueye,Cheikh,1940-11-16,m,776193294
Faye,Ousmane,1954-12-23,m,769038268
Sarr,Cheikh,1991-05-10,m,707021135
Fall,Ousmane,2022-01-29,m,777536773
Gueye,Mariama,1964-09-28,f,766924411
Sow,Mamadou,1942-12-17,m,771531501
Gueye,Mamadou,1970-11-27,m,775059860
Kane,Oumar,1968-11-08,m,702637105
Ndiaye,Cheikh,2022-08-26,m,778883066
Diop,Aminata,1960-09-24,f,764018678
Ndiaye,Ibrahima,1996-02-01,m,776007657
Faye,Awa,2010-03-04,f,780887659
Diop,Fatou,1973-11-05,f,702044146
Sy,Awa,1958-07-18,f,708253614
Sy,Cheikh,1943-10-29,m,764036672
Diop,Mariama,1961-12-26,f,704829842
Sow,Moussa,1983-03-30,m,783591473
Diop,Ousmane,2012-11-16,m,787537493
Gueye,Moussa,1993-07-09,m,785287641
Kane,Ousmane,1984-04-25,m,707768842
Kane,Mariama,1953-03-13,f,769874082
Diop,Mariama,1978-04-21,f,772491528
Ba,Mariama,1955-03-23,f,768179196
Fall,Awa,1988-06-30,f,709200209
Diop,Mariama,1993-08-31,f,784800577
Sarr,Mamadou,2021-10-27,m,766039054
Diallo,Ibrahima,1976-12-24,m,767504407
Fall,Moussa,1951-12-23,m,788675375
Gueye,Aminata,1941-05-07,f,785705945
Diop,Aminata,1968-08-24,f,770309454
Faye,Fatou,1959-06-15,f,763519970
Ba,Fatou,1982-11-03,f,781952043
Kane,Khady,2005-05-11,f,789818282
Sow,Oumar,1979-01-10,m,780794890
Sy,Awa,1986-10-16,f,780951631
Kane,Cheikh,1993-11-28,m,705681153
Sy,Aminata,1997-03-15,f,779025268
Diallo,Awa,1949-05-16,f,767552543
Sarr,Mariama,1979-11-25,f,766040976
Ba,Ibrahima,1971-10-11,m,766174530
Sy,Khady,1986-07-12,f,767564278
Kane,Ibrahima,1983-10-07,m,771451994
Diop,Cheikh,1954-02-05,m,782791916
Diop,Fatou,2007-06-14,f,702071804
Sarr,Awa,1946-07-04,f,770598774
Fall,Cheikh,1945-11-18,m,770575294
Diop,Ousmane,1992-07-04,m,769207703
Faye,Khady,1945-03-28,f,776394996
Sow,Khady,2001-12-29,f,782321308
Faye,Cheikh,2010-04-06,m,702528490
Sarr,Khady,1959-12-31,f,782773473
Sow,Mariama,1968-12-03,f,706638122
Diop,Moussa,2019-10-11,m,779007818
Faye,Oumar,1953-10-21,m,702719865
Faye,Ousmane,2002-11-19,m,761199958
Faye,Aminata,1969-07-28,f,706087594
Fall,Cheikh,1998-05-01,m,775700733
Sow,Abdoulaye,2019-01-27,m,769891568
Diallo,Mamadou,1959-05-30,m,783493183
Sy,Awa,1976-06-11,f,766582594
Ba,Awa,1940-03-08,f,774929091
Kane,Fatou,1964-08-03,f,780608017
Diop,Mariama,1954-09-17,f,773321338
Sow,Mariama,2006-09-10,f,773836436
Gueye,Ousmane,1987-09-08,m,772348092
Kane,Cheikh,1977-11-25,m,768311391
Gueye,Oumar,2008-01-23,m,709214351
Diop,Ousmane,1997-10-12,m,761403743
Sy,Mariama,1953-11-10,f,766907192
Fall,Khady,1995-08-20,f,770127332
Diop,Mamadou,1966-11-08,m,704196620
Ba,Oumar,2001-12-28,m,770430224
Sy,Ousmane,1970-04-19,m,766094425
